1	0.10158704	0.161963237
29974	0.01379371	0.013093553
2	242.8467729	115.1052494
144568	0.197790261	2.093597589
53947	6.994426346	6.398611842
51146	0.080435	0.034507772
8086	8.393741522	9.882416911
65985	4.956697518	3.621356794
13	2.909974706	0.405752969
344752	0.039325787	0.028821755
343066	0.010308716	0.001985125
51166	1.645153126	1.700922978
22848	2.380942283	2.125689841
14	32.16509423	41.21207065
15	0.038062819	0.070504144
25980	17.70113435	21.3633106
16	29.02657703	37.61172394
57505	4.391378059	5.393078299
132949	4.439472873	3.547575
60496	6.676554125	7.261773183
10157	4.286282174	1.293746096
9625	0.50865769	0.864104287
18	3.21811631	7.68582948
19	9.271156004	4.100280479
10349	2.639776911	0.273231365
26154	1.34836039	3.01420476
154664	0.095002142	0.159209819
20	6.287699385	6.777173262
21	7.611789666	15.24517867
24	0.545914375	0.686191667
23461	4.170693843	1.480758089
23460	2.816587605	0.484846688
10347	1.878260566	2.477633685
10351	9.662694325	0.742364738
10350	6.584463854	0.595131325
5243	3.567023834	0.853079115
23456	5.075951406	6.703714599
8647	0.114138069	0.033506747
5244	0.210087773	0.285414931
340273	0.652281005	0.055737738
10058	1.039059748	1.18840052
22	9.445468913	8.11174546
11194	2.250719983	4.431001135
23457	0.515211047	0.974846746
4363	7.513930806	9.694995677
89845	2.462019108	3.096398887
85320	7.613229659	8.725107108
94160	0.115472158	0.324691409
1244	0.580775128	0.462037178
8714	2.978570094	3.427185321
10257	1.239388075	1.79959242
10057	3.522616434	7.68675066
368	1.770689402	0.718524809
6833	1.094888939	1.860765481
10060	4.764906323	1.074611493
215	4.219777615	6.558397063
225	3.624210793	0.249295023
5825	11.02851788	15.99096617
5826	4.673770773	3.200747747
6059	12.30195459	13.83621951
23	16.8868448	23.11074685
55324	9.131250116	12.97758514
9619	5.019629813	9.341462174
9429	2.594585483	0.934622349
64240	0.047407278	0.053009502
64241	0.078901704	0.028121234
84696	0.479308452	0.340317284
55347	10.75250787	11.44303284
83451	11.01276396	26.71536171
26090	12.61614678	27.17416612
145447	0.293894935	0.562843263
25864	4.958336427	4.930683577
84836	36.55705937	22.93684861
7920	1.306065255	1.667601132
171586	3.755104144	6.87909392
63874	12.52485201	11.81168901
51099	11.43247419	7.187605667
57406	4.340021111	2.027827757
10006	18.35373521	19.40173709
10152	3.625475127	2.98673907
51225	3.847053789	4.521992754
25890	10.0666851	2.511455779
25	20.56814849	17.37654634
27	3.711945882	4.746904567
84448	0.939348627	0.824160528
22885	13.87209948	5.307858357
29	8.877747475	7.717927158
29777	8.783974671	10.82632905
80325	6.425492853	4.582712103
25841	1.644214829	2.367465628
30	7.146048568	7.324730019
10449	20.41395365	9.697750424
32	23.91140499	2.217523766
80724	3.375233996	3.532359497
84129	0.239828041	0.112128024
27034	4.90928788	3.626777327
28976	11.09564835	11.79612391
33	2.475093248	0.267236138
34	16.73351168	10.99952297
35	16.91669742	7.253446712
36	18.82255165	19.05101064
37	65.74127997	41.86929979
176	0.080906065	1.586545821
9744	1.257521857	1.661634716
23527	6.754600118	5.963807548
116983	2.713796753	4.406600733
38	17.30548386	10.51652825
39	4.154319427	6.562403961
64746	18.72090947	31.10485703
79777	4.100678097	3.396309735
84320	3.803306431	6.508562046
84680	3.741215396	2.091912659
390110	0.005055154	0.006709855
65057	5.285172072	5.702141307
1636	3.083012275	2.757876671
59272	0.470452442	1.078500771
125981	0.160512611	0.156640658
340485	4.165545136	2.590164744
55331	5.543164523	4.613642908
43	0.674495528	0.622497412
22985	17.31509816	18.95780322
2532	56.60020278	11.8293289
57007	43.82011222	13.71200596
51554	2.152594029	0.709052047
47	35.66748696	46.93993948
130013	0.148080166	0.463353728
48	24.01818428	6.608743291
50	23.53096431	21.63330235
730249	0.002908486	0.031577939
641371	4.221629174	3.416579973
26027	0.259651847	0.322792986
134526	0.014704408	0.012240742
55856	5.507027581	6.607689271
10965	11.97711573	9.08347725
122970	3.125040489	6.019591475
641372	0.057164265	0.132864318
11332	3.054745951	7.947301213
10005	2.930010436	4.596348608
23597	6.686193535	5.488655545
51	14.09118772	10.08842938
8309	4.492081457	6.832512997
8310	8.119629397	9.561812066
55289	0.049038132	0.126701323
52	14.30029975	21.00208152
53	12.19469	18.03860724
54	16.01153663	30.0053141
390928	0.021722967	0.144601316
55	0.49075542	0.580294821
93650	0.08719656	0.101221377
49	0.2320525	0.131042025
84519	0.570737727	0.786674846
56	0.042106771	0.125457053
23205	0.052012121	0.06539385
80221	9.423192506	9.330247994
197322	1.986806802	1.913277765
2180	111.5433423	18.40276251
2181	26.82965116	27.7345549
2182	13.55094784	6.175777782
51703	10.93964934	6.012537869
23305	0.096785723	0.218204677
116285	10.09130437	3.543284718
123876	0.02606336	0.007866408
348158	0.026334128	0.007091224
6296	1.961220593	0.566804164
341392	0.164481876	0.142324383
54988	5.194268828	0.451142302
142827	0.059900872	0.056763891
84532	4.917230988	7.058081759
55902	24.9075258	8.404203748
79611	3.697903582	1.713405416
58	230.3875539	4.351209128
59	314.8025682	101.3370144
60	1129.257821	1526.088401
345651	0.118216313	0.078909748
70	0.457871208	0.153318867
71	831.8037775	1287.366521
72	66.45876198	17.06774317
170487	0.695776162	1.544724162
86	11.23783148	20.60540696
