23462	3699	7123	6925	5919	1893	4617	5267	4618	6868	4654	7078	3700	1521	6414	10447	3714	3959	4656	55664	182																																																																																																																																																																																																																																																																																																																																																																																																																																																																			
8204	2251	1005	6850	1016	1012	3055	1001	2249	1487	999	1010	2049	1006	1009	7091	5423	1013	7089	1945	1500	1003	1948	613	1495	1004	3558	1007	1015	5579	1943	10370	1944	5294	1949	1493	2050	940	7088	2254	7518	2252	79840	4199	6464	2260	7090	2264	11052	10062	3702	3981	2248	1008																																																																																																																																																																																																																																																																																																																																																																																																																																		
3939	8803	5223	3420	9076	9071	26285	1364	10402	9074	11171	1366	29888	51208	6776	10686	2026	655	7122	1365	159	23562	974	55753	24146	973	953	9080	5010	8703	3945	2747	9583	5161	5160	2746	9958	3099	8704	956	5162	1737	8428	3704	1947	3251	176	5214	6801	4091	650	29966	90	57818	11081	7048	1743	2766	272	4086	9372	92579	270	271	669	3101	83440	51292	2534	6885	10331	80201	4301	10678	2538	4958	5335	957	471	207	955	8801	2331	5549	7462	4969																																																																																																																																																																																																																																																																																																																																																																																																		
2114	3222	2113	3216	3203	3204	3223	3202	3224	3215	3217																																																																																																																																																																																																																																																																																																																																																																																																																																																																													
8082	54221	6443	6442	6444	6641	6445	6640	8910																																																																																																																																																																																																																																																																																																																																																																																																																																																																															
942	2185	55862	5096	7409	55367	2572	593	941	79611	216	3033	627	8795	55526	316	11235	2571	8854	1577	6777	1548	8659	1592	594	8050	2752	10010	56603	27165	1584	6718	8630	2687	7923	4915	79644	2678	2744	3283	2729	3293	80143	3284	5095	1586	6452	8644	8772	387	55748	2730	7525	1585	8567	6715	8743	3294	5599	4329	10494	2549	51765	8738	10451	3553																																																																																																																																																																																																																																																																																																																																																																																																																						
8326	7471	7479	6422	4041	11197	8321	4040	11211																																																																																																																																																																																																																																																																																																																																																																																																																																																																															
27333	4122	9950	57134	4121	4124	10905																																																																																																																																																																																																																																																																																																																																																																																																																																																																																	
10110	6337	6339	6446	6338	1831	6340																																																																																																																																																																																																																																																																																																																																																																																																																																																																																	
10651	55735	25813	10989	54927	79135	8834																																																																																																																																																																																																																																																																																																																																																																																																																																																																																	
56851	10328	83460	51016	23065	55831	9694																																																																																																																																																																																																																																																																																																																																																																																																																																																																																	
79147	5283	29880	9487	10329	9488	5277	8818	2218	55650	51227	1798	54344	9091	57171	8813																																																																																																																																																																																																																																																																																																																																																																																																																																																																								
1869	3592	816	1808	2624	1147	786	9989	3654	2048	818	9727	3596	2047	3008	6091	3551	4803	778	6654	779	3600	81030	5925	5311	10368	6938	50807	5923	1258	7290	8861	7410	25842	2066	826	4004	5310	3006	2064	3594	55844	3007	8091	28227	4067	5783	3024	51206	4005	5524	3005	28964	8737	23523	9353	6886	3009	29855	2902	5523	7294	27091	3159	2906	6778	2905	10570	1400	2903	7006	1020	3937	8851	5584	4914	815	7535	1809	55799	3566	27092	3791	10369																																																																																																																																																																																																																																																																																																																																																																																																				
1135	1146	1136	1141	1137	1142	8973	1138																																																																																																																																																																																																																																																																																																																																																																																																																																																																																
57038	2247	6461	7031	23395	7357	64785	3035	90627	4862	5336	7296	80070	5610	27243	23438	259230	11173	2617	6604	7791	9509	2205	5189	823	10294	11096	5190	11140	7145	29760	5191	29082	79643	9532	7058	7068	5264	4205	3376	55670	2274	6258	55466	2885	25978	1399	1839	695	1581	50937	4602	4854	96764	6198	5156	925	5291	7067	6093	10667	7010	4435	10015	919	2206	2321	3337	3695	3932	4853	51160	89853	54469	8515	2212	1398	79720	23493	926	23179	26191	6609	84296	55048	7251	7453	3696	8800	3480	27161	27063	5133	3655	1999	4208	4209	3691	7189	6822	80380	53358	9037	8520	27242	1543	6929	930	9475	5917	27071	5781	3992	34	929	9043	7027	11267	7430	81792	2222	7375	55072	123	80205	57761	3158	3301	3676	10963	148022	79075	8516	3157	6688	50486	10808	23643	56999	3675	1496	7128	4087	1374	1540	2065	916	221981	1376	9402	8540	5244	9508	26508	9510	4254	157869	9837	23275	2180	663	254394	11093																																																																																																																																																																																																																																																																																																																					
55666	51009	6400	6048	7353	91445	10613	79139	10956																																																																																																																																																																																																																																																																																																																																																																																																																																																																															
